date,Usage_kWh,Lagging_Current_Reactive.Power_kVarh,Leading_Current_Reactive_Power_kVarh,CO2(tCO2),Lagging_Current_Power_Factor,Leading_Current_Power_Factor,NSM,WeekStatus,Day_of_week,Load_Type,Usage_W,Lagging_Current_Power_Factor2,Total_active_power,Total_reactive_power,Total_power_factor
18/04/2018 08:15,54.58,37.73,0,0.03,82.26,100,29700,Weekday,Wednesday,Light_Load,54580,8,54.58,37.73,182.26
18/04/2018 08:30,113.9,71.5,0,0.05,84.7,100,30600,Weekday,Wednesday,Light_Load,113900,8,113.9,71.5,184.7
18/04/2018 08:45,117.65,80.82,0,0.05,82.43,100,31500,Weekday,Wednesday,Light_Load,117650,8,117.65,80.82,182.43
18/04/2018 09:00,111.64,58.39,0,0.05,88.61,100,32400,Weekday,Wednesday,Light_Load,111640,8,111.64,58.39,188.61
18/04/2018 09:15,115.78,46.8,0,0.05,92.71,100,33300,Weekday,Wednesday,Medium_Load,115780,9,115.78,46.8,192.71
18/04/2018 09:30,121.18,52.96,0,0.06,91.63,100,34200,Weekday,Wednesday,Medium_Load,121180,9,121.18,52.96,191.63
18/04/2018 09:45,78.91,30.78,0,0.04,93.16,100,35100,Weekday,Wednesday,Medium_Load,78910,9,78.91,30.78,193.16
18/04/2018 10:00,109.55,33.44,0,0.05,95.64,100,36000,Weekday,Wednesday,Medium_Load,109550,9,109.55,33.44,195.64
18/04/2018 10:15,96.84,34.13,0,0.04,94.31,100,36900,Weekday,Wednesday,Maximum_Load,96840,9,96.84,34.13,194.31
18/04/2018 10:30,81.76,38.59,0,0.04,90.43,100,37800,Weekday,Wednesday,Maximum_Load,81760,9,81.76,38.59,190.43
18/04/2018 10:45,79.02,33.05,0,0.04,92.26,100,38700,Weekday,Wednesday,Maximum_Load,79020,9,79.02,33.05,192.26
18/04/2018 11:00,100.08,44.39,0,0.05,91.41,100,39600,Weekday,Wednesday,Maximum_Load,100080,9,100.08,44.39,191.41
18/04/2018 11:15,94.03,57.28,0,0.04,85.4,100,40500,Weekday,Wednesday,Maximum_Load,94030,8,94.03,57.28,185.4
18/04/2018 11:30,83.09,47.77,0,0.04,86.69,100,41400,Weekday,Wednesday,Maximum_Load,83090,8,83.09,47.77,186.69
18/04/2018 11:45,99.18,52.02,0,0.05,88.56,100,42300,Weekday,Wednesday,Maximum_Load,99180,8,99.18,52.02,188.56
18/04/2018 12:00,114.84,62.75,0,0.05,87.75,100,43200,Weekday,Wednesday,Maximum_Load,114840,8,114.84,62.75,187.75
18/04/2018 12:15,16.02,3.56,19.51,0.01,97.62,63.46,44100,Weekday,Wednesday,Medium_Load,16020,9,16.02,23.07,161.08
18/04/2018 12:30,5.72,0,25.92,0,100,21.55,45000,Weekday,Wednesday,Medium_Load,5720,1,5.72,25.92,121.55
18/04/2018 12:45,6.19,0,25.13,0,100,23.92,45900,Weekday,Wednesday,Medium_Load,6190,1,6.19,25.13,123.92
18/04/2018 13:00,5.87,0,25.38,0,100,22.53,46800,Weekday,Wednesday,Medium_Load,5870,1,5.87,25.38,122.53
18/04/2018 13:15,60.88,22.75,2.59,0.03,93.67,99.91,47700,Weekday,Wednesday,Maximum_Load,60880,9,60.88,25.34,193.58
18/04/2018 13:30,92.05,37.37,0,0.04,92.66,100,48600,Weekday,Wednesday,Maximum_Load,92050,9,92.05,37.37,192.66
18/04/2018 13:45,70.92,29.77,0,0.03,92.21,100,49500,Weekday,Wednesday,Maximum_Load,70920,9,70.92,29.77,192.21
18/04/2018 14:00,99.79,41.4,0,0.05,92.37,100,50400,Weekday,Wednesday,Maximum_Load,99790,9,99.79,41.4,192.37
18/04/2018 14:15,97.27,41.08,0,0.04,92.12,100,51300,Weekday,Wednesday,Maximum_Load,97270,9,97.27,41.08,192.12
18/04/2018 14:30,50.08,20.2,0,0.02,92.74,100,52200,Weekday,Wednesday,Maximum_Load,50080,9,50.08,20.2,192.74
18/04/2018 14:45,53.86,23.4,0,0.02,91.72,100,53100,Weekday,Wednesday,Maximum_Load,53860,9,53.86,23.4,191.72
18/04/2018 15:00,53.68,23.36,0,0.02,91.69,100,54000,Weekday,Wednesday,Maximum_Load,53680,9,53.68,23.36,191.69
18/04/2018 15:15,59.87,30.1,0,0.03,89.34,100,54900,Weekday,Wednesday,Maximum_Load,59870,8,59.87,30.1,189.34
18/04/2018 15:30,50.15,24.8,0,0.02,89.64,100,55800,Weekday,Wednesday,Maximum_Load,50150,9,50.15,24.8,189.64
18/04/2018 15:45,54.29,27.54,0,0.02,89.18,100,56700,Weekday,Wednesday,Maximum_Load,54290,8,54.29,27.54,189.18
18/04/2018 16:00,75.46,44.53,0,0.03,86.12,100,57600,Weekday,Wednesday,Maximum_Load,75460,8,75.46,44.53,186.12
18/04/2018 16:15,55.55,28.33,0,0.03,89.08,100,58500,Weekday,Wednesday,Maximum_Load,55550,8,55.55,28.33,189.08
18/04/2018 16:30,55.4,28.51,0,0.03,88.92,100,59400,Weekday,Wednesday,Maximum_Load,55400,8,55.4,28.51,188.92
18/04/2018 16:45,63.76,31,0,0.03,89.93,100,60300,Weekday,Wednesday,Maximum_Load,63760,9,63.76,31,189.93
18/04/2018 17:00,66.74,35.78,0,0.03,88.13,100,61200,Weekday,Wednesday,Maximum_Load,66740,8,66.74,35.78,188.13
18/04/2018 17:15,63.25,34.02,0,0.03,88.07,100,62100,Weekday,Wednesday,Medium_Load,63250,8,63.25,34.02,188.07
18/04/2018 17:30,71.14,38.99,0,0.03,87.69,100,63000,Weekday,Wednesday,Medium_Load,71140,8,71.14,38.99,187.69
18/04/2018 17:45,40.68,7.27,0.4,0.02,98.44,100,63900,Weekday,Wednesday,Medium_Load,40680,9,40.68,7.67,198.44
18/04/2018 18:00,23.87,0.72,12.49,0.01,99.95,88.6,64800,Weekday,Wednesday,Medium_Load,23870,1,23.87,13.21,188.55
18/04/2018 18:15,7.81,0,7.45,0,100,72.36,65700,Weekday,Wednesday,Medium_Load,7810,1,7.81,7.45,172.36
18/04/2018 18:30,4.07,0,6.7,0,100,51.92,66600,Weekday,Wednesday,Medium_Load,4070,1,4.07,6.7,151.92
18/04/2018 18:45,3.92,0,21.53,0,100,17.91,67500,Weekday,Wednesday,Medium_Load,3920,1,3.92,21.53,117.91
18/04/2018 19:00,4,0,26.53,0,100,14.91,68400,Weekday,Wednesday,Medium_Load,4000,1,4,26.53,114.91
18/04/2018 19:15,4,0,26.53,0,100,14.91,69300,Weekday,Wednesday,Medium_Load,4000,1,4,26.53,114.91
18/04/2018 19:30,3.92,0,26.42,0,100,14.68,70200,Weekday,Wednesday,Medium_Load,3920,1,3.92,26.42,114.68
18/04/2018 19:45,3.85,0,26.68,0,100,14.28,71100,Weekday,Wednesday,Medium_Load,3850,1,3.85,26.68,114.28
18/04/2018 20:00,3.92,0,26.57,0,100,14.6,72000,Weekday,Wednesday,Medium_Load,3920,1,3.92,26.57,114.6
18/04/2018 20:15,3.89,0,26.71,0,100,14.41,72900,Weekday,Wednesday,Medium_Load,3890,1,3.89,26.71,114.41
18/04/2018 20:30,3.92,0,26.64,0,100,14.56,73800,Weekday,Wednesday,Medium_Load,3920,1,3.92,26.64,114.56
18/04/2018 20:45,3.89,0,26.6,0,100,14.47,74700,Weekday,Wednesday,Medium_Load,3890,1,3.89,26.6,114.47
18/04/2018 21:00,3.89,0,26.64,0,100,14.45,75600,Weekday,Wednesday,Medium_Load,3890,1,3.89,26.64,114.45
18/04/2018 21:15,4.82,0,26.39,0,100,17.97,76500,Weekday,Wednesday,Medium_Load,4820,1,4.82,26.39,117.97
18/04/2018 21:30,4.86,0,26.53,0,100,18.02,77400,Weekday,Wednesday,Medium_Load,4860,1,4.86,26.53,118.02
18/04/2018 21:45,3.96,0,25.85,0,100,15.14,78300,Weekday,Wednesday,Medium_Load,3960,1,3.96,25.85,115.14
18/04/2018 22:00,3.89,0,26.39,0,100,14.58,79200,Weekday,Wednesday,Medium_Load,3890,1,3.89,26.39,114.58
18/04/2018 22:15,3.82,1.3,14.33,0,94.67,25.76,80100,Weekday,Wednesday,Medium_Load,3820,9,3.82,15.63,120.43
18/04/2018 22:30,3.6,3.49,0,0,71.8,100,81000,Weekday,Wednesday,Medium_Load,3600,7,3.6,3.49,171.8
18/04/2018 22:45,3.6,3.42,0,0,72.5,100,81900,Weekday,Wednesday,Medium_Load,3600,7,3.6,3.42,172.5
18/04/2018 23:00,3.64,3.49,0,0,72.18,100,82800,Weekday,Wednesday,Medium_Load,3640,7,3.64,3.49,172.18
18/04/2018 23:15,3.53,3.49,0,0,71.11,100,83700,Weekday,Wednesday,Light_Load,3530,7,3.53,3.49,171.11
18/04/2018 23:30,3.56,3.31,0,0,73.24,100,84600,Weekday,Wednesday,Light_Load,3560,7,3.56,3.31,173.24
18/04/2018 23:45,3.53,3.24,0,0,73.67,100,85500,Weekday,Wednesday,Light_Load,3530,7,3.53,3.24,173.67
18/04/2018 00:00,3.53,3.28,0,0,73.26,100,0,Weekday,Wednesday,Light_Load,3530,7,3.53,3.28,173.26
19/04/2018 00:15,3.64,3.53,0,0,71.79,100,900,Weekday,Thursday,Light_Load,3640,7,3.64,3.53,171.79
19/04/2018 00:30,3.06,3.64,0,0,64.35,100,1800,Weekday,Thursday,Light_Load,3060,6,3.06,3.64,164.35
19/04/2018 00:45,3.02,3.67,0,0,63.54,100,2700,Weekday,Thursday,Light_Load,3020,6,3.02,3.67,163.54
19/04/2018 01:00,3.06,3.67,0,0,64.04,100,3600,Weekday,Thursday,Light_Load,3060,6,3.06,3.67,164.04
19/04/2018 01:15,3.06,3.74,0,0,63.32,100,4500,Weekday,Thursday,Light_Load,3060,6,3.06,3.74,163.32
19/04/2018 01:30,3.1,3.89,0,0,62.32,100,5400,Weekday,Thursday,Light_Load,3100,6,3.1,3.89,162.32
19/04/2018 01:45,3.38,4.18,0,0,62.88,100,6300,Weekday,Thursday,Light_Load,3380,6,3.38,4.18,162.88
19/04/2018 02:00,3.53,4.14,0,0,64.88,100,7200,Weekday,Thursday,Light_Load,3530,6,3.53,4.14,164.88
19/04/2018 02:15,3.06,3.71,0,0,63.63,100,8100,Weekday,Thursday,Light_Load,3060,6,3.06,3.71,163.63
19/04/2018 02:30,3.02,3.64,0,0,63.85,100,9000,Weekday,Thursday,Light_Load,3020,6,3.02,3.64,163.85
19/04/2018 02:45,3.02,3.6,0,0,64.27,100,9900,Weekday,Thursday,Light_Load,3020,6,3.02,3.6,164.27
19/04/2018 03:00,3.06,3.46,0,0,66.25,100,10800,Weekday,Thursday,Light_Load,3060,6,3.06,3.46,166.25
19/04/2018 03:15,3.06,3.67,0,0,64.04,100,11700,Weekday,Thursday,Light_Load,3060,6,3.06,3.67,164.04
19/04/2018 03:30,3.02,3.67,0,0,63.54,100,12600,Weekday,Thursday,Light_Load,3020,6,3.02,3.67,163.54
19/04/2018 03:45,3.31,3.56,0,0,68.09,100,13500,Weekday,Thursday,Light_Load,3310,6,3.31,3.56,168.09
19/04/2018 04:00,3.56,3.49,0,0,71.41,100,14400,Weekday,Thursday,Light_Load,3560,7,3.56,3.49,171.41
19/04/2018 04:15,3.1,3.56,0,0,65.67,100,15300,Weekday,Thursday,Light_Load,3100,6,3.1,3.56,165.67
19/04/2018 04:30,2.99,3.6,0,0,63.89,100,16200,Weekday,Thursday,Light_Load,2990,6,2.99,3.6,163.89
19/04/2018 04:45,3.06,3.71,0,0,63.63,100,17100,Weekday,Thursday,Light_Load,3060,6,3.06,3.71,163.63
19/04/2018 05:00,3.06,3.74,0,0,63.32,100,18000,Weekday,Thursday,Light_Load,3060,6,3.06,3.74,163.32
19/04/2018 05:15,3.06,3.56,0,0,65.18,100,18900,Weekday,Thursday,Light_Load,3060,6,3.06,3.56,165.18
19/04/2018 05:30,3.53,3.89,0,0,67.2,100,19800,Weekday,Thursday,Light_Load,3530,6,3.53,3.89,167.2
19/04/2018 05:45,3.56,4.28,0,0,63.95,100,20700,Weekday,Thursday,Light_Load,3560,6,3.56,4.28,163.95
19/04/2018 06:00,3.02,3.67,0,0,63.54,100,21600,Weekday,Thursday,Light_Load,3020,6,3.02,3.67,163.54
19/04/2018 06:15,2.99,3.67,0,0,63.16,100,22500,Weekday,Thursday,Light_Load,2990,6,2.99,3.67,163.16
19/04/2018 06:30,2.99,3.67,0,0,63.16,100,23400,Weekday,Thursday,Light_Load,2990,6,2.99,3.67,163.16
19/04/2018 06:45,2.95,3.74,0,0,61.93,100,24300,Weekday,Thursday,Light_Load,2950,6,2.95,3.74,161.93
19/04/2018 07:00,3.1,3.92,0,0,62.03,100,25200,Weekday,Thursday,Light_Load,3100,6,3.1,3.92,162.03
19/04/2018 07:15,2.99,3.71,0,0,62.75,100,26100,Weekday,Thursday,Light_Load,2990,6,2.99,3.71,162.75
19/04/2018 07:30,3.6,4,0,0,66.9,100,27000,Weekday,Thursday,Light_Load,3600,6,3.6,4,166.9
19/04/2018 07:45,4.57,4.93,0,0,67.98,100,27900,Weekday,Thursday,Light_Load,4570,6,4.57,4.93,167.98
19/04/2018 08:00,6.41,5.33,0,0,76.89,100,28800,Weekday,Thursday,Light_Load,6410,7,6.41,5.33,176.89
19/04/2018 08:15,48.53,41.44,0,0.02,76.05,100,29700,Weekday,Thursday,Light_Load,48530,7,48.53,41.44,176.05
19/04/2018 08:30,66.64,58.57,0,0.03,75.11,100,30600,Weekday,Thursday,Light_Load,66640,7,66.64,58.57,175.11
19/04/2018 08:45,63.47,56.95,0,0.03,74.43,100,31500,Weekday,Thursday,Light_Load,63470,7,63.47,56.95,174.43
19/04/2018 09:00,76.18,42.66,0,0.03,87.25,100,32400,Weekday,Thursday,Light_Load,76180,8,76.18,42.66,187.25
19/04/2018 09:15,66.96,29.12,0,0.03,91.7,100,33300,Weekday,Thursday,Medium_Load,66960,9,66.96,29.12,191.7
19/04/2018 09:30,58.32,25.7,0,0.03,91.51,100,34200,Weekday,Thursday,Medium_Load,58320,9,58.32,25.7,191.51
19/04/2018 09:45,74.34,37.01,0,0.03,89.52,100,35100,Weekday,Thursday,Medium_Load,74340,9,74.34,37.01,189.52
19/04/2018 10:00,57.2,24.52,0,0.03,91.91,100,36000,Weekday,Thursday,Medium_Load,57200,9,57.2,24.52,191.91
19/04/2018 10:15,58.03,21.24,0,0.03,93.91,100,36900,Weekday,Thursday,Maximum_Load,58030,9,58.03,21.24,193.91
19/04/2018 10:30,56.95,22.43,0,0.03,93.04,100,37800,Weekday,Thursday,Maximum_Load,56950,9,56.95,22.43,193.04
19/04/2018 10:45,74.95,37.94,0,0.03,89.22,100,38700,Weekday,Thursday,Maximum_Load,74950,8,74.95,37.94,189.22
19/04/2018 11:00,66.2,34.56,0,0.03,88.65,100,39600,Weekday,Thursday,Maximum_Load,66200,8,66.2,34.56,188.65
19/04/2018 11:15,49.03,34.78,0,0.02,81.56,100,40500,Weekday,Thursday,Maximum_Load,49030,8,49.03,34.78,181.56
19/04/2018 11:30,59.36,46.84,0,0.03,78.5,100,41400,Weekday,Thursday,Maximum_Load,59360,7,59.36,46.84,178.5
19/04/2018 11:45,52.06,35.96,0,0.02,82.28,100,42300,Weekday,Thursday,Maximum_Load,52060,8,52.06,35.96,182.28
19/04/2018 12:00,59.54,41.51,0,0.03,82.03,100,43200,Weekday,Thursday,Maximum_Load,59540,8,59.54,41.51,182.03
19/04/2018 12:15,11.12,3.85,18,0.01,94.5,52.56,44100,Weekday,Thursday,Medium_Load,11120,9,11.12,21.85,147.06
19/04/2018 12:30,4.18,0,16.92,0,100,23.98,45000,Weekday,Thursday,Medium_Load,4180,1,4.18,16.92,123.98
19/04/2018 12:45,4.46,0,16.74,0,100,25.74,45900,Weekday,Thursday,Medium_Load,4460,1,4.46,16.74,125.74
19/04/2018 13:00,4.36,0,16.7,0,100,25.26,46800,Weekday,Thursday,Medium_Load,4360,1,4.36,16.7,125.26
19/04/2018 13:15,41,15.19,3.42,0.02,93.77,99.65,47700,Weekday,Thursday,Maximum_Load,41000,9,41,18.61,193.42
19/04/2018 13:30,61.99,29.34,0,0.03,90.39,100,48600,Weekday,Thursday,Maximum_Load,61990,9,61.99,29.34,190.39
19/04/2018 13:45,64.87,31.5,0,0.03,89.96,100,49500,Weekday,Thursday,Maximum_Load,64870,9,64.87,31.5,189.96
19/04/2018 14:00,64.12,30.89,0,0.03,90.09,100,50400,Weekday,Thursday,Maximum_Load,64120,9,64.12,30.89,190.09
19/04/2018 14:15,56.81,23.22,0,0.03,92.57,100,51300,Weekday,Thursday,Maximum_Load,56810,9,56.81,23.22,192.57
19/04/2018 14:30,51.16,25.85,0,0.02,89.25,100,52200,Weekday,Thursday,Maximum_Load,51160,8,51.16,25.85,189.25
19/04/2018 14:45,58.54,28.98,0,0.03,89.62,100,53100,Weekday,Thursday,Maximum_Load,58540,9,58.54,28.98,189.62
19/04/2018 15:00,69.52,36.97,0,0.03,88.29,100,54000,Weekday,Thursday,Maximum_Load,69520,8,69.52,36.97,188.29
19/04/2018 15:15,54.65,25.2,0,0.03,90.81,100,54900,Weekday,Thursday,Maximum_Load,54650,9,54.65,25.2,190.81
19/04/2018 15:30,66.06,33.23,0,0.03,89.33,100,55800,Weekday,Thursday,Maximum_Load,66060,8,66.06,33.23,189.33
19/04/2018 15:45,55.69,25.31,0,0.03,91.04,100,56700,Weekday,Thursday,Maximum_Load,55690,9,55.69,25.31,191.04
19/04/2018 16:00,74.81,42.05,0,0.03,87.17,100,57600,Weekday,Thursday,Maximum_Load,74810,8,74.81,42.05,187.17
19/04/2018 16:15,61.24,30.2,0,0.03,89.69,100,58500,Weekday,Thursday,Maximum_Load,61240,9,61.24,30.2,189.69
19/04/2018 16:30,74.45,52.42,0,0.03,81.77,100,59400,Weekday,Thursday,Maximum_Load,74450,8,74.45,52.42,181.77
19/04/2018 16:45,52.88,25.85,0,0.02,89.84,100,60300,Weekday,Thursday,Maximum_Load,52880,9,52.88,25.85,189.84
19/04/2018 17:00,46.3,17.93,0,0.02,93.25,100,61200,Weekday,Thursday,Maximum_Load,46300,9,46.3,17.93,193.25
19/04/2018 17:15,66.74,33.23,0,0.03,89.52,100,62100,Weekday,Thursday,Medium_Load,66740,9,66.74,33.23,189.52
19/04/2018 17:30,51.16,19.66,0.18,0.02,93.34,100,63000,Weekday,Thursday,Medium_Load,51160,9,51.16,19.84,193.34
19/04/2018 17:45,29.52,0.04,9.47,0.01,100,95.22,63900,Weekday,Thursday,Medium_Load,29520,1,29.52,9.51,195.22
19/04/2018 18:00,29.7,0,9.11,0.01,100,95.6,64800,Weekday,Thursday,Medium_Load,29700,1,29.7,9.11,195.6
19/04/2018 18:15,31.72,13.68,0.65,0.01,91.82,99.98,65700,Weekday,Thursday,Medium_Load,31720,9,31.72,14.33,191.8
19/04/2018 18:30,46.55,32.76,0,0.02,81.78,100,66600,Weekday,Thursday,Medium_Load,46550,8,46.55,32.76,181.78
19/04/2018 18:45,50.11,21.64,0,0.02,91.81,100,67500,Weekday,Thursday,Medium_Load,50110,9,50.11,21.64,191.81
19/04/2018 19:00,40.39,2.81,0.58,0.02,99.76,99.99,68400,Weekday,Thursday,Medium_Load,40390,1,40.39,3.39,199.75
19/04/2018 19:15,41.4,3.78,0,0.02,99.59,100,69300,Weekday,Thursday,Medium_Load,41400,1,41.4,3.78,199.59
19/04/2018 19:30,40.1,3.13,0.4,0.02,99.7,100,70200,Weekday,Thursday,Medium_Load,40100,1,40.1,3.53,199.7
19/04/2018 19:45,41.98,6.34,0.14,0.02,98.88,100,71100,Weekday,Thursday,Medium_Load,41980,9,41.98,6.48,198.88
19/04/2018 20:00,42.44,7.38,0,0.02,98.52,100,72000,Weekday,Thursday,Medium_Load,42440,9,42.44,7.38,198.52
19/04/2018 20:15,39.82,3.92,0.58,0.02,99.52,99.99,72900,Weekday,Thursday,Medium_Load,39820,1,39.82,4.5,199.51
19/04/2018 20:30,40.75,2.38,0.18,0.02,99.83,100,73800,Weekday,Thursday,Medium_Load,40750,1,40.75,2.56,199.83
19/04/2018 20:45,38.45,1.33,1.44,0.02,99.94,99.93,74700,Weekday,Thursday,Medium_Load,38450,1,38.45,2.77,199.87
19/04/2018 21:00,13.93,0.07,20.3,0.01,100,56.58,75600,Weekday,Thursday,Medium_Load,13930,1,13.93,20.37,156.58
19/04/2018 21:15,5.4,0,26.28,0,100,20.13,76500,Weekday,Thursday,Medium_Load,5400,1,5.4,26.28,120.13
19/04/2018 21:30,5.15,0,26.32,0,100,19.2,77400,Weekday,Thursday,Medium_Load,5150,1,5.15,26.32,119.2
19/04/2018 21:45,4.68,0,26.35,0,100,17.49,78300,Weekday,Thursday,Medium_Load,4680,1,4.68,26.35,117.49
19/04/2018 22:00,4.03,0,26.28,0,100,15.16,79200,Weekday,Thursday,Medium_Load,4030,1,4.03,26.28,115.16
19/04/2018 22:15,3.92,1.3,14.26,0,94.92,26.51,80100,Weekday,Thursday,Medium_Load,3920,9,3.92,15.56,121.43
19/04/2018 22:30,3.56,3.42,0,0,72.11,100,81000,Weekday,Thursday,Medium_Load,3560,7,3.56,3.42,172.11
19/04/2018 22:45,3.56,3.53,0,0,71.01,100,81900,Weekday,Thursday,Medium_Load,3560,7,3.56,3.53,171.01
19/04/2018 23:00,3.6,3.71,0,0,69.64,100,82800,Weekday,Thursday,Medium_Load,3600,7,3.6,3.71,169.64
19/04/2018 23:15,3.53,3.31,0,0,72.95,100,83700,Weekday,Thursday,Light_Load,3530,7,3.53,3.31,172.95
19/04/2018 23:30,3.56,3.2,0,0,74.37,100,84600,Weekday,Thursday,Light_Load,3560,7,3.56,3.2,174.37
19/04/2018 23:45,3.53,3.2,0,0,74.09,100,85500,Weekday,Thursday,Light_Load,3530,7,3.53,3.2,174.09
19/04/2018 00:00,3.6,3.56,0,0,71.1,100,0,Weekday,Thursday,Light_Load,3600,7,3.6,3.56,171.1
20/04/2018 00:15,3.53,3.6,0,0,70.01,100,900,Weekday,Friday,Light_Load,3530,7,3.53,3.6,170.01
20/04/2018 00:30,3.56,3.42,0,0,72.11,100,1800,Weekday,Friday,Light_Load,3560,7,3.56,3.42,172.11
20/04/2018 00:45,3.56,3.53,0,0,71.01,100,2700,Weekday,Friday,Light_Load,3560,7,3.56,3.53,171.01
20/04/2018 01:00,3.67,3.53,0,0,72.07,100,3600,Weekday,Friday,Light_Load,3670,7,3.67,3.53,172.07
20/04/2018 01:15,3.6,3.78,0,0,68.97,100,4500,Weekday,Friday,Light_Load,3600,6,3.6,3.78,168.97
20/04/2018 01:30,3.56,3.67,0,0,69.63,100,5400,Weekday,Friday,Light_Load,3560,7,3.56,3.67,169.63
20/04/2018 01:45,4.03,4.18,0,0,69.41,100,6300,Weekday,Friday,Light_Load,4030,6,4.03,4.18,169.41
20/04/2018 02:00,4.46,5.18,0,0,65.25,100,7200,Weekday,Friday,Light_Load,4460,6,4.46,5.18,165.25
20/04/2018 02:15,3.2,3.74,0,0,65.01,100,8100,Weekday,Friday,Light_Load,3200,6,3.2,3.74,165.01
20/04/2018 02:30,3.06,3.78,0,0,62.92,100,9000,Weekday,Friday,Light_Load,3060,6,3.06,3.78,162.92
20/04/2018 02:45,3.02,3.74,0,0,62.82,100,9900,Weekday,Friday,Light_Load,3020,6,3.02,3.74,162.82
20/04/2018 03:00,3.02,3.74,0,0,62.82,100,10800,Weekday,Friday,Light_Load,3020,6,3.02,3.74,162.82
20/04/2018 03:15,2.99,3.56,0,0,64.31,100,11700,Weekday,Friday,Light_Load,2990,6,2.99,3.56,164.31
20/04/2018 03:30,3.06,3.6,0,0,64.76,100,12600,Weekday,Friday,Light_Load,3060,6,3.06,3.6,164.76
20/04/2018 03:45,3.02,3.67,0,0,63.54,100,13500,Weekday,Friday,Light_Load,3020,6,3.02,3.67,163.54
20/04/2018 04:00,3.02,3.67,0,0,63.54,100,14400,Weekday,Friday,Light_Load,3020,6,3.02,3.67,163.54
20/04/2018 04:15,3.02,3.67,0,0,63.54,100,15300,Weekday,Friday,Light_Load,3020,6,3.02,3.67,163.54
20/04/2018 04:30,3.02,3.64,0,0,63.85,100,16200,Weekday,Friday,Light_Load,3020,6,3.02,3.64,163.85
20/04/2018 04:45,3.06,3.56,0,0,65.18,100,17100,Weekday,Friday,Light_Load,3060,6,3.06,3.56,165.18
20/04/2018 05:00,3.06,3.71,0,0,63.63,100,18000,Weekday,Friday,Light_Load,3060,6,3.06,3.71,163.63
20/04/2018 05:15,3.02,3.74,0,0,62.82,100,18900,Weekday,Friday,Light_Load,3020,6,3.02,3.74,162.82
20/04/2018 05:30,3.02,3.85,0,0,61.72,100,19800,Weekday,Friday,Light_Load,3020,6,3.02,3.85,161.72
20/04/2018 05:45,2.99,3.74,0,0,62.44,100,20700,Weekday,Friday,Light_Load,2990,6,2.99,3.74,162.44
20/04/2018 06:00,3.02,3.85,0,0,61.72,100,21600,Weekday,Friday,Light_Load,3020,6,3.02,3.85,161.72
20/04/2018 06:15,3.38,4.18,0,0,62.88,100,22500,Weekday,Friday,Light_Load,3380,6,3.38,4.18,162.88
20/04/2018 06:30,3.71,4.5,0,0,63.61,100,23400,Weekday,Friday,Light_Load,3710,6,3.71,4.5,163.61
20/04/2018 06:45,3.82,4.03,0,0,68.79,100,24300,Weekday,Friday,Light_Load,3820,6,3.82,4.03,168.79
20/04/2018 07:00,3.02,3.74,0,0,62.82,100,25200,Weekday,Friday,Light_Load,3020,6,3.02,3.74,162.82
20/04/2018 07:15,2.95,3.74,0,0,61.93,100,26100,Weekday,Friday,Light_Load,2950,6,2.95,3.74,161.93
20/04/2018 07:30,3.53,3.6,0,0,70.01,100,27000,Weekday,Friday,Light_Load,3530,7,3.53,3.6,170.01
20/04/2018 07:45,3.78,3.56,0,0,72.8,100,27900,Weekday,Friday,Light_Load,3780,7,3.78,3.56,172.8
20/04/2018 08:00,4.1,4.43,0,0,67.92,100,28800,Weekday,Friday,Light_Load,4100,6,4.1,4.43,167.92
20/04/2018 08:15,37.33,34.49,0,0.02,73.45,100,29700,Weekday,Friday,Light_Load,37330,7,37.33,34.49,173.45
20/04/2018 08:30,48.92,46.26,0,0.02,72.66,100,30600,Weekday,Friday,Light_Load,48920,7,48.92,46.26,172.66
20/04/2018 08:45,53.96,51.55,0,0.02,72.31,100,31500,Weekday,Friday,Light_Load,53960,7,53.96,51.55,172.31
20/04/2018 09:00,52.27,24.95,0,0.02,90.25,100,32400,Weekday,Friday,Light_Load,52270,9,52.27,24.95,190.25
20/04/2018 09:15,74.38,37.33,0,0.03,89.38,100,33300,Weekday,Friday,Medium_Load,74380,8,74.38,37.33,189.38
20/04/2018 09:30,71.39,34.96,0,0.03,89.81,100,34200,Weekday,Friday,Medium_Load,71390,9,71.39,34.96,189.81
20/04/2018 09:45,62.03,30.64,0,0.03,89.66,100,35100,Weekday,Friday,Medium_Load,62030,9,62.03,30.64,189.66
20/04/2018 10:00,74.2,36.68,0,0.03,89.64,100,36000,Weekday,Friday,Medium_Load,74200,9,74.2,36.68,189.64
20/04/2018 10:15,57.28,26.17,0,0.03,90.96,100,36900,Weekday,Friday,Maximum_Load,57280,9,57.28,26.17,190.96
20/04/2018 10:30,57.82,27.18,0,0.03,90.5,100,37800,Weekday,Friday,Maximum_Load,57820,9,57.82,27.18,190.5
20/04/2018 10:45,50.11,21.53,0,0.02,91.88,100,38700,Weekday,Friday,Maximum_Load,50110,9,50.11,21.53,191.88
20/04/2018 11:00,68.69,36.4,0,0.03,88.36,100,39600,Weekday,Friday,Maximum_Load,68690,8,68.69,36.4,188.36
20/04/2018 11:15,70.16,51.73,0,0.03,80.49,100,40500,Weekday,Friday,Maximum_Load,70160,8,70.16,51.73,180.49
20/04/2018 11:30,60.55,47.48,0,0.03,78.69,100,41400,Weekday,Friday,Maximum_Load,60550,7,60.55,47.48,178.69
